Date,DayOfWeek,DayOfMonth,Month,Is_Start_Of_Month,Is_End_Of_Month,Is_Weekend,Is_Holiday,Is_Vacation,Is_Exam_Period,Is_Fest,Days_Until_Holiday,DayOfWeek_Sin,DayOfWeek_Cos,Month_Sin,Month_Cos,Is_Broke_Weekend,Is_Rich_Weekend,WeekOfYear,DayOfYear,Target_Headcount,Target_1_Days_Ago,Target_2_Days_Ago,Target_3_Days_Ago,Target_7_Days_Ago,Target_14_Days_Ago,Target_21_Days_Ago,Target_3_Day_Avg,Target_3_Day_Std,Target_3_Day_Max,Target_3_Day_Min,Target_7_Day_Avg,Target_7_Day_Std,Target_7_Day_Max,Target_7_Day_Min,Target_14_Day_Avg,Target_14_Day_Std,Target_14_Day_Max,Target_14_Day_Min,Target_28_Day_Avg,Target_28_Day_Std,Target_28_Day_Max,Target_28_Day_Min,Target_EWMA_7,Target_EWMA_14,Trend_7_vs_28
2026-01-01,Thursday,1,1,1,0,0,0,1,0,0,9.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,1,17.0,21.0,20.0,26.0,16.0,30.0,61.0,22.333333333333332,3.2145502536581847,26.0,20.0,21.0,3.214550253656906,26.0,16.0,25.071428571428573,6.966560631541882,42.0,16.0,50.17857142857143,31.257655147033738,116.0,16.0,22.82543051588076,30.07438982199208,0.41032798325191905
2026-01-02,Friday,2,1,1,0,0,0,1,0,0,8.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,2,27.0,17.0,21.0,20.0,20.0,42.0,96.0,19.333333333333332,2.0816659994563746,21.0,17.0,21.142857142857142,2.9680841985152955,26.0,17.0,24.142857142857142,7.123710602434302,42.0,16.0,47.857142857142854,31.22049930285315,116.0,16.0,21.369072886910573,28.33113784572647,0.43274853801169594
2026-01-03,Saturday,3,1,1,0,1,0,1,0,0,7.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,1,3,24.0,27.0,17.0,21.0,24.0,18.0,48.0,21.666666666666668,5.033222956843224,27.0,17.0,22.142857142857142,3.6253078686933224,27.0,17.0,23.071428571428573,5.060621514188961,32.0,16.0,44.67857142857143,28.43192463805806,105.0,16.0,22.77680466518293,28.15365279962961,0.4847537138389366
2026-01-04,Sunday,4,1,1,0,1,0,1,0,0,6.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,1,4,30.0,24.0,27.0,17.0,20.0,30.0,40.0,22.666666666666668,5.131601439443055,27.0,17.0,22.142857142857142,3.6253078686933224,27.0,17.0,23.5,4.847679857414482,32.0,16.0,42.464285714285715,27.49340950368721,105.0,16.0,23.082603498887195,27.599832426345664,0.5094494658997535
2026-01-05,Monday,5,1,1,0,0,0,0,0,0,5.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,2,5,128.0,30.0,24.0,27.0,26.0,29.0,56.0,27.0,2.9999999999937383,30.0,24.0,23.571428571428573,4.50396650583318,30.0,17.0,23.5,4.847679857414482,32.0,16.0,40.035714285714285,25.323802509592497,105.0,16.0,24.811952624165396,27.919854769499576,0.5744125326370758
2026-01-06,Tuesday,6,1,1,0,0,0,0,0,0,4.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,2,6,126.0,128.0,30.0,24.0,20.0,32.0,49.0,60.666666666666664,58.38949677239314,128.0,24.0,38.142857142857146,39.864054700228536,128.0,17.0,30.571428571428573,28.413740678422506,128.0,16.0,40.857142857142854,27.764504765394165,128.0,16.0,50.60896446812404,41.263874133566304,0.9112627986348124
2026-01-07,Wednesday,7,1,1,0,0,0,0,0,0,3.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,2,7,153.0,126.0,128.0,30.0,21.0,23.0,45.0,94.66666666666667,56.01190349678649,128.0,30.0,53.285714285714285,50.52957644031913,128.0,17.0,37.285714285714285,38.198728475472066,128.0,16.0,42.107142857142854,30.73463396345557,128.0,16.0,69.45672335109303,52.5620242490908,1.2361226180613092
2026-01-08,Thursday,8,1,0,0,0,0,0,0,0,2.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,2,8,114.0,153.0,126.0,128.0,17.0,16.0,30.0,135.66666666666666,15.044378795195849,153.0,126.0,72.14285714285714,60.18147159890231,153.0,17.0,46.57142857142857,48.791099890978195,153.0,16.0,44.67857142857143,36.56759704217694,153.0,16.0,90.34254251331977,65.95375434921203,1.5793588741204063
2026-01-09,Friday,9,1,0,0,0,0,0,0,0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,2,9,153.0,114.0,153.0,126.0,27.0,20.0,42.0,131.0,19.97498435543827,153.0,114.0,86.0,56.41808220774582,153.0,24.0,53.57142857142857,51.04555173223555,153.0,17.0,46.57142857142857,38.750320019158266,153.0,16.0,96.25690688498983,72.35992043598377,1.807807807807808
2026-01-10,Saturday,10,1,0,0,1,1,0,0,0,0.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,2,10,70.0,153.0,114.0,153.0,24.0,24.0,18.0,140.0,22.516660498395552,153.0,114.0,104.0,54.52522352086205,153.0,24.0,63.07142857142857,56.41121585930638,153.0,17.0,48.607142857142854,42.73548207954728,153.0,16.0,110.44268016374238,83.11193104451927,2.0964722822174227
